Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2013-04-23;4,2731;4,3557;4,2288;4,2694;;
2013-04-22;4,3616;4,3791;4,2606;4,3035;;
2013-04-19;4,4086;4,4531;4,3662;4,4467;;
2013-04-18;4,2139;4,4588;4,181;4,4542;;
2013-04-17;4,2178;4,2634;4,1541;4,2313;;
2013-04-16;4,1812;4,2263;4,0898;4,2108;;
2013-04-15;4,3229;4,3256;4,1393;4,1787;;
2013-04-12;4,1883;4,2968;4,148;4,2899;;
2013-04-11;4,1249;4,1749;4,055;4,1515;;
2013-04-10;4,0315;4,1507;4,023;4,0846;;
2013-04-09;4,0918;4,1088;4,009;4,0242;;
2013-04-08;4,1476;4,1885;4,0528;4,0779;;
2013-04-05;3,9434;4,1328;3,9323;4,1203;;
2013-04-04;3,9074;3,9571;3,8703;3,9326;;
2013-04-03;3,9825;3,9874;3,9055;3,9136;;
2013-04-02;4,0139;4,0401;3,936;3,9623;;
2013-03-28;4,0988;4,1115;3,9826;4,0202;;
2013-03-27;4,012;4,0981;3,9822;4,0823;;
2013-03-26;3,9316;4,0134;3,8972;4,0134;;
2013-03-25;3,9617;4,0094;3,8935;3,8935;;
2013-03-22;3,9659;4,0378;3,9425;3,9597;;
2013-03-21;3,9602;4,0414;3,9316;3,9507;;
2013-03-20;3,9785;3,9949;3,9193;3,9601;;
2013-03-19;3,9149;3,9944;3,8904;3,9787;;
2013-03-18;3,9504;4,0047;3,8851;3,916;;
2013-03-15;3,8863;3,9625;3,8697;3,8931;;
2013-03-14;3,7326;3,8716;3,729;3,8511;;
2013-03-13;3,6989;3,7362;3,6641;3,7189;;
2013-03-12;3,6678;3,6862;3,6205;3,6294;;
2013-03-11;3,6381;3,6484;3,5893;3,6484;;
2013-03-08;3,6002;3,6389;3,5701;3,6319;;
2013-03-07;3,5013;3,5964;3,456;3,5905;;
2013-03-06;3,5458;3,5579;3,4521;3,485;;
2013-03-05;3,5497;3,594;3,5184;3,5281;;
2013-03-04;3,4271;3,5479;3,4159;3,5386;;
2013-03-01;3,4931;3,5061;3,4482;3,4581;;
2013-02-28;3,4584;3,5086;3,4049;3,484;;
2013-02-27;3,4587;3,5501;3,414;3,414;;
2013-02-26;3,489;3,5216;3,433;3,4423;;
2013-02-25;3,4024;3,4871;3,4024;3,4797;;
2013-02-22;3,2867;3,3416;3,2823;3,3383;;
2013-02-21;3,3212;3,3528;3,2745;3,2975;;
2013-02-20;3,3388;3,3633;3,32;3,32;;
2013-02-19;3,238;3,3431;3,2322;3,3328;;
2013-02-18;3,2278;3,2389;3,2083;3,2389;;
2013-02-15;3,2296;3,2616;3,1899;3,2306;;
2013-02-14;3,3515;3,3696;3,206;3,2368;;
2013-02-13;3,3069;3,3897;3,3005;3,3565;;
2013-02-12;3,3506;3,3768;3,293;3,3088;;
2013-02-11;3,3253;3,3588;3,2729;3,3448;;
2013-02-08;3,3319;3,3827;3,3244;3,3372;;
2013-02-07;3,4478;3,4949;3,295;3,3533;;
2013-02-06;3,4098;3,4514;3,4051;3,4423;;
2013-02-05;3,327;3,4284;3,327;3,4101;;
2013-02-04;3,3166;3,3604;3,2556;3,3145;;
2013-02-01;3,3192;3,3974;3,2732;3,2908;;
2013-01-31;3,3399;3,3953;3,2407;3,3419;;
2013-01-30;3,2911;3,3405;3,2679;3,335;;
2013-01-29;3,2723;3,3031;3,2169;3,2624;;
2013-01-28;3,386;3,3987;3,2735;3,2979;;
2013-01-25;3,4898;3,4898;3,4242;3,4743;;
2013-01-24;3,5749;3,5839;3,4444;3,4774;;
2013-01-23;3,5824;3,5832;3,5097;3,5521;;
2013-01-22;3,6325;3,6375;3,5108;3,556;;
2013-01-21;3,5944;3,6455;3,5637;3,6326;;
2013-01-18;3,5036;3,5729;3,4844;3,5729;;
2013-01-17;3,4058;3,5316;3,3829;3,483;;
2013-01-16;3,4228;3,4459;3,3723;3,4397;;
2013-01-15;3,375;3,459;3,3257;3,4433;;
2013-01-14;3,3663;3,4197;3,3486;3,3816;;
2013-01-11;3,2062;3,3476;3,2002;3,3334;;
2013-01-10;3,1376;3,213;3,1206;3,1969;;
2013-01-09;3,1907;3,1923;3,083;3,1209;;
2013-01-08;3,2562;3,2623;3,1994;3,2357;;
2013-01-07;3,3148;3,3575;3,233;3,2693;;
2013-01-04;3,2087;3,298;3,1916;3,2851;;
2013-01-03;3,206;3,226;3,1618;3,1842;;
2013-01-02;3,326;3,3497;3,1834;3,2387;;





